quantity,mean_mass_concentration_of_pm10_ambient_aerosol_in_air
units,ug/m3
Aberdeen,Blackburn,Bradford,Bournemouth,Birmingham,Brighton,Bristol,Burnley,Barnsley,Cambridge,Cardiff,Coventry,Crawley,Dundee,Derby,Doncaster,Edinburgh,Exeter,Aldershot,Blackpool,Glasgow,Gloucester,Huddersfield,Hull,Ipswich,Leicester,London,Leeds,Luton,Liverpool,Manchester,Chatham,Mansfield,Milton Keynes,Newcastle,Nottingham,Northampton,Newport,Norwich,Oxford,Peterborough,Plymouth,Portsmouth,Preston,Reading,Swansea,Sheffield,Slough,Swindon,Southampton,Sunderland,Southend,Stoke,Basildon,Telford,Middlesbrough,Warrington,Wakefield,Birkenhead,Wigan,Worthing,York,Belfast
01/01/2020 01:00:00,22.4494,25.8782,16.3000,21.0465,33.2097,34.5759,41.7352,26.2938,16.1724,34.7700,41.4695,36.5154,28.3450,31.5000,30.7886,19.2433,20.9432,20.9391,33.5269,26.4111,37.7795,44.2737,17.0540,12.7212,41.3778,35.4398,38.7691,13.0113,38.8875,25.4610,22.4702,41.2543,25.2613,41.2589,17.2257,28.1373,41.0265,38.9808,22.8558,40.9391,33.4084,9.8459,30.5511,25.9403,36.6952,30.1534,17.6808,37.3316,45.6892,30.9691,13.7736,39.8904,24.9560,41.2442,30.3901,11.9190,24.1391,16.6473,25.1956,25.7028,34.9706,13.2725,35.1657
01/01/2020 02:00:00,23.3418,25.0291,18.7126,20.5151,38.4821,36.5019,33.2522,27.1144,20.6233,37.6050,38.3847,42.1359,28.3100,33.9214,32.6143,24.7601,19.6863,17.6130,30.4827,27.8580,31.7487,42.8158,18.5288,18.1242,42.6222,39.6843,36.5286,19.1695,38.7667,26.0143,21.5213,37.3202,27.5880,39.9897,19.6007,29.5500,41.6265,36.5656,23.1412,36.9609,33.9168,9.6865,30.0289,26.5094,33.3036,32.3883,21.6399,34.5211,41.7422,31.6527,17.7887,37.9896,25.4514,39.5023,30.4901,11.8869,24.4029,23.1420,26.1533,24.7296,35.8353,17.2505,28.9030
01/01/2020 03:00:00,25.2962,21.7964,21.9787,18.0017,41.4514,34.6889,25.3960,26.3351,21.8233,40.2000,31.1492,44.4769,30.8850,35.1036,37.2829,28.9612,16.8305,13.4696,30.0423,29.0383,28.3004,38.7789,18.4345,25.9909,34.2167,44.8241,33.8741,23.5062,39.0333,28.8883,21.4872,33.2181,30.0267,39.4654,19.5382,32.9910,40.7765,30.7704,28.1995,34.6739,37.8908,8.8838,28.2956,25.6805,31.9024,32.3908,24.2207,32.2895,35.6361,30.9000,18.9170,37.0978,31.2752,37.1488,35.1515,12.1131,26.8101,25.4536,29.0544,25.1296,31.4941,22.1549,29.8637
01/01/2020 04:00:00,28.1392,21.1836,22.8425,18.1837,41.4156,28.9278,22.0126,23.0505,24.0207,39.1050,24.4763,41.8872,28.8600,32.8071,43.2943,30.6702,15.4211,11.5261,28.6692,29.2679,26.8646,34.7474,19.5842,28.1939,35.6667,43.4386,32.0701,23.7751,36.4458,31.8649,22.4833,30.7585,34.0853,38.7907,18.5735,39.8209,39.4559,25.1800,38.2166,35.2565,42.1782,9.7243,24.3067,25.5114,30.2735,30.2647,27.6357,30.6842,33.0675,29.2655,18.0264,33.9237,38.4817,35.2163,39.0089,14.4048,29.1826,25.8438,31.4789,27.0338,24.6000,26.0582,32.0289
01/01/2020 05:00:00,26.8354,23.6909,21.7551,18.1640,40.2253,22.6241,21.8767,20.6144,28.0595,38.0350,22.4898,39.5769,23.6700,28.3786,45.9143,32.2736,15.0905,9.4870,25.2942,29.7049,23.2392,32.5895,21.8683,28.8455,39.1167,41.5386,28.7348,23.4808,28.5750,34.1481,27.0976,30.2202,40.5733,36.8523,16.5412,45.1575,38.4029,23.3928,42.1930,34.5913,43.0151,7.8541,20.6733,26.8550,27.0711,30.4346,32.3531,26.5211,31.8614,27.7800,16.1208,30.6889,39.8697,32.3605,39.2198,14.2917,32.9580,27.1607,33.7056,29.9859,18.2941,30.4736,29.4289
01/01/2020 06:00:00,22.6228,26.1727,21.7063,15.2297,31.8914,19.8519,20.2443,21.4845,33.8931,37.5800,19.5593,31.7923,21.6700,24.8357,45.5543,35.3191,14.7337,6.9130,23.8538,30.8864,19.7814,29.1579,26.4122,30.1515,39.6500,36.5072,26.4274,24.9819,22.0458,35.9805,32.6553,30.5468,45.2467,33.3738,14.4897,46.6112,36.2676,21.6416,38.1859,31.7174,42.9143,6.8946,18.5911,28.2940,25.3578,27.4459,37.4277,25.4105,28.2976,25.8182,16.6057,30.8059,38.4936,31.6302,35.3901,13.7423,37.1420,31.3473,34.9056,33.9183,16.4588,30.0736,27.5050
01/01/2020 07:00:00,17.8025,30.2927,23.0110,15.5267,25.9599,19.1981,20.5075,24.3495,37.3664,30.7200,19.0983,25.6359,22.0700,22.4821,44.1086,39.0652,14.4705,5.8652,25.6731,31.4321,16.0574,27.9737,30.8410,32.7758,38.5944,29.8807,27.1458,28.4825,23.1042,38.2532,36.1851,28.3915,46.5973,29.2645,15.7441,45.7963,30.9676,21.7648,35.6643,30.3435,43.0748,6.7865,18.2978,30.1993,26.7000,26.7562,38.4469,28.3105,26.5855,25.3291,18.7830,29.1319,37.7000,27.2535,32.4059,11.4625,38.7913,36.2777,35.7711,37.2028,16.6471,29.7857,26.3945
01/01/2020 08:00:00,12.3810,34.1345,26.8315,17.4541,23.2486,17.6722,21.8202,28.2557,35.6707,22.3150,17.7339,21.9051,20.6550,17.6536,37.8000,43.9775,12.4800,5.0957,27.3212,33.6481,13.5776,27.6368,32.6345,39.4273,38.3278,24.8928,30.8221,33.9831,22.4875,39.0753,37.0374,30.3649,46.1227,25.4944,18.5985,42.5187,24.5912,20.7304,37.1151,30.4478,37.6277,8.6838,18.0467,32.9584,29.6952,27.7152,34.7371,33.9947,27.1518,24.8091,21.7566,27.7393,36.2376,27.6814,27.8802,10.4994,38.6159,40.4179,35.5678,38.7746,16.2059,31.6945,27.2463
01/01/2020 09:00:00,10.5924,33.4691,30.5724,16.3105,23.3615,19.7019,23.1032,31.9361,30.9526,21.1000,17.6915,21.0231,22.3600,13.8179,27.3171,45.7489,11.4495,5.7435,30.3192,34.7222,13.8099,27.1053,31.0676,46.4818,37.9500,21.2747,35.6465,38.1136,23.9500,38.5286,37.6444,29.1926,42.1347,24.1346,21.8750,34.7493,23.8088,18.3592,40.1035,30.5217,29.8353,13.1324,17.4389,34.9289,33.2639,26.6594,32.2432,41.4947,25.6096,21.2745,23.5736,26.9704,30.3073,27.9209,24.3891,9.6833,40.7232,40.0268,35.1878,42.3239,19.1647,35.8275,25.8507
01/01/2020 10:00:00,11.9443,37.3836,34.0079,18.0302,22.1128,19.7611,25.4874,33.1258,29.8741,21.6550,19.0627,22.8564,21.0950,12.1107,21.2114,44.8247,11.7905,9.6478,25.3519,36.7062,15.1726,27.1684,29.4777,46.2333,30.6667,20.2157,37.4676,39.2571,25.3833,35.4519,38.2772,27.9181,34.1867,24.4505,23.6912,26.6642,22.7382,19.5744,41.6040,28.3957,27.1261,17.9432,17.9189,37.7718,30.5337,24.2046,33.4296,40.6789,21.5651,18.3727,24.0792,26.1370,23.2495,26.9814,20.9000,10.5298,39.2913,37.5670,33.1433,42.6817,19.1118,36.4462,25.1572
01/01/2020 11:00:00,14.4329,42.0055,34.2220,21.0686,22.4152,18.7630,25.7332,35.1196,31.0552,25.1400,19.8508,24.3487,19.8250,12.6286,21.6457,43.2107,11.6611,13.4913,21.8981,36.8148,18.0342,27.2474,29.7086,48.7455,26.3167,21.5361,38.9287,37.2847,26.2500,33.1286,37.5608,29.9798,25.3173,25.6607,22.7228,23.3925,24.0559,20.2016,42.0508,26.7348,25.7244,20.7946,21.9678,38.7852,25.4373,18.7551,31.8648,34.1421,19.4398,20.4818,22.5264,28.7941,20.4239,32.0349,19.6139,15.8470,34.3899,35.4438,30.5289,37.9577,18.1353,37.5022,25.1408
01/01/2020 12:00:00,12.7810,39.9345,34.9150,19.8424,24.0875,16.0278,23.6083,37.9093,28.4707,27.4400,18.7712,22.8872,18.1350,12.4107,22.2857,36.8803,11.8232,13.4304,19.5981,33.9543,19.4118,24.3316,28.6856,47.1697,27.4556,23.3867,37.0145,35.8661,25.0667,33.1351,33.7535,28.5840,21.9493,25.5794,21.6228,22.6373,24.3735,20.2664,38.5206,24.5087,26.6176,18.7459,20.8433,35.3557,19.9205,13.5887,25.2798,27.9632,18.1096,21.5691,20.4604,28.7607,20.5706,32.9628,18.9822,20.8625,30.1435,35.3098,28.7544,33.6197,15.3882,41.6637,23.4637
01/01/2020 13:00:00,11.4278,34.7364,37.6457,18.8831,25.8794,14.9333,23.3186,37.0608,23.9681,25.9150,19.9170,23.2000,15.9400,12.4500,23.6886,27.4747,11.8653,13.6174,18.3404,33.3457,20.1650,23.3421,27.7259,41.9091,27.0444,23.7048,31.9668,36.1881,25.1542,33.5805,28.6717,24.4957,22.5640,25.0411,20.7779,23.4955,23.4853,20.8728,30.9980,22.5565,26.7580,20.1919,17.0233,33.2376,18.5361,17.6102,21.7310,25.3368,18.4289,21.0127,19.6226,25.5407,21.5147,28.6814,20.7040,24.9530,29.2217,30.8018,28.1622,32.5676,13.7294,42.2978,18.8791
01/01/2020 14:00:00,10.6937,31.4255,34.1362,14.9564,25.0576,15.0574,22.3300,30.1691,22.0466,25.0200,20.0153,22.8462,15.4400,12.5214,23.4371,22.8944,12.3274,14.8696,17.1692,35.2778,21.0137,21.6895,25.5871,30.5303,27.1444,22.8289,28.7333,35.2237,25.2208,32.9961,26.6027,19.6309,22.5840,24.6393,20.9037,24.1836,23.6853,20.6720,25.7487,19.3130,26.1202,21.4622,14.9322,34.7403,16.9976,17.3021,20.9531,24.5316,15.5578,19.4855,20.0245,22.8304,20.9459,24.4512,20.1347,27.8411,30.3159,26.6446,27.2200,34.4704,13.7176,36.8516,13.1239
01/01/2020 15:00:00,11.1747,33.0182,26.9417,11.6837,25.3292,14.8519,21.4138,26.5299,22.1095,26.0350,18.3610,22.5846,13.8850,14.3071,22.6971,23.0787,14.3063,13.6000,14.4904,37.5864,20.3308,21.9316,23.7288,26.5212,27.1722,22.6988,28.5757,31.3627,25.6250,32.2688,27.6161,19.0947,22.3227,24.3234,22.4419,23.9336,23.6206,19.2480,23.9518,16.7652,25.2118,21.6946,14.4944,37.7980,14.5711,15.6583,20.8122,25.1211,14.7169,18.7673,21.4660,21.1963,20.8312,23.6093,19.4475,29.2815,30.3377,25.6295,26.9767,35.5268,13.1059,30.7143,11.4716
01/01/2020 16:00:00,12.5405,35.3127,25.4488,10.9581,26.9019,16.9130,20.8684,27.5887,21.0595,28.9900,19.2559,22.8231,16.2500,17.2893,24.1886,23.1236,16.9621,14.6870,18.9462,38.5321,20.0129,22.2000,22.7777,25.7000,27.9722,23.2831,33.4082,28.0186,32.7042,32.6649,28.1389,23.1372,21.1013,27.6701,24.1059,24.1090,24.8353,19.5272,26.0186,18.2043,25.4403,24.6919,17.5022,38.6490,18.0554,13.4336,18.6596,31.7421,15.4096,19.8273,22.8811,22.2000,21.0037,27.0721,19.0158,27.1577,29.9101,25.4482,26.9300,35.7141,15.4647,28.6505,10.3234
01/01/2020 17:00:00,13.4456,36.3982,26.4039,13.2907,26.0300,18.8056,21.6510,28.6227,17.8810,29.4950,20.9593,21.5051,17.3550,17.6964,25.9543,21.3590,17.5000,15.4522,20.7519,38.6815,20.3517,22.3053,20.6201,25.6212,25.8500,22.5434,33.5514,27.4305,35.5417,34.0455,28.5310,24.4947,21.5867,27.1832,26.9684,25.3463,24.7471,19.2984,27.5126,16.2391,25.0849,24.6757,22.3022,39.5846,19.1819,12.8131,15.6357,34.0053,15.3205,23.6909,25.6981,22.8037,19.8890,27.9488,18.9406,25.3500,30.3522,24.7821,27.5622,36.8775,17.8353,26.5582,11.3970
01/01/2020 18:00:00,15.6810,36.7509,26.8622,17.2285,24.9564,19.4741,23.0747,29.3990,15.4353,31.3550,24.8373,21.0538,16.7100,18.5464,27.9600,19.3287,18.7053,15.6565,21.8019,37.5457,20.4270,23.5737,17.9331,26.5545,24.1556,21.5265,34.1421,27.4910,36.6167,34.4403,29.1188,24.2564,24.6560,29.4916,30.0787,27.0082,24.9206,21.0512,26.0437,19.0783,26.4521,25.3838,25.7500,39.4329,22.6554,18.1452,15.0657,34.3263,17.1084,27.6982,26.8566,24.2007,20.1220,30.0186,20.8109,24.5149,32.2449,22.3920,26.7700,37.2620,19.8588,25.3176,14.0005
01/01/2020 19:00:00,15.9291,36.1873,27.0787,17.2802,22.2763,17.7852,22.3613,28.7258,16.5121,30.8200,27.7475,19.8872,14.1850,20.5893,26.0914,21.0843,18.0779,15.2609,20.3712,36.0284,21.0757,21.9842,18.5381,25.1394,25.2278,19.1398,31.1012,28.3949,34.5750,32.7805,28.9742,22.2553,24.8333,31.8477,32.3721,25.2030,24.2706,23.6808,23.8623,20.9826,28.3832,24.2351,26.0789,38.2275,23.1651,17.9314,16.9667,29.8368,17.0843,28.2745,27.2849,23.2444,20.6018,28.9953,20.6733,23.4196,33.5754,21.9509,25.0322,37.7113,19.0941,26.0967,16.2100
01/01/2020 20:00:00,33.6203,33.6382,25.2457,16.3145,20.1156,19.8185,21.5814,26.0124,15.6328,27.5900,27.1559,18.4769,13.2050,30.9393,23.8629,21.6944,20.5179,15.5609,17.5231,33.6136,22.3479,19.1105,17.8403,25.2545,26.2111,17.8723,26.9789,26.0966,31.0917,30.3584,26.8614,21.0564,23.3240,30.3131,31.7691,22.8933,25.1853,23.4760,24.8588,22.3174,31.0210,23.9919,26.2256,35.5020,20.7313,14.4339,16.5484,25.0316,16.4446,27.6945,26.0925,21.8778,21.6688,25.6465,20.1406,20.4851,31.4536,19.8196,22.2822,36.7211,21.5471,25.5066,15.8279
01/01/2020 21:00:00,14.2038,29.2145,23.2598,16.4698,17.7833,21.4537,20.4980,23.6536,15.5698,23.2650,28.2102,16.3744,13.0200,21.5179,21.9314,21.4427,16.0189,19.3522,14.8481,32.1580,20.2665,16.9263,17.4763,27.4000,25.3556,18.6024,23.1081,23.7266,28.6500,25.7545,23.8596,20.9883,22.3213,27.2458,27.9993,21.3396,25.2412,23.4472,27.1603,20.1652,33.1429,19.6919,26.9867,32.7940,17.0434,10.8883,16.9789,21.3895,14.6386,27.2545,23.1057,21.5074,21.0826,23.3837,19.7089,24.5054,25.8681,17.8625,18.3411,31.2549,22.8235,24.2692,15.7279
01/01/2020 22:00:00,8.8038,26.7618,20.1874,11.8581,15.8879,20.9500,16.1518,22.3619,15.7672,19.8100,22.2271,14.0615,13.7600,17.9393,19.1086,21.3337,12.9316,18.0304,11.3712,30.2963,17.7833,15.4842,15.9504,23.9485,21.6722,15.8530,17.9384,20.8734,21.1375,19.2922,21.2921,19.4457,20.0587,22.8729,23.4441,19.3052,22.7529,19.8488,25.8955,16.2000,30.0294,12.3486,24.2611,29.8403,11.8807,9.9293,17.1934,16.2474,12.2193,22.6309,20.8660,19.9541,18.5642,19.8279,17.7921,20.5750,20.2101,17.5241,14.8078,25.0408,21.0647,20.3077,12.3831
01/01/2020 23:00:00,18.2177,21.5709,16.7031,26.7302,20.7654,25.8185,16.7957,19.6392,16.6233,25.7450,19.7797,18.4487,22.5050,24.3679,20.5600,21.5635,16.4916,22.7348,27.5115,27.2136,21.8597,17.9368,15.4446,22.6576,24.2556,19.8072,28.1183,18.7915,26.5333,15.6312,17.7426,27.4415,19.9507,27.3804,21.4743,19.3000,27.4176,17.8128,24.1618,28.1913,30.8294,13.2514,31.5889,24.8040,26.4205,18.8788,17.9953,29.4789,26.2518,31.9582,19.9887,26.2874,20.0514,27.5907,19.9644,16.6607,15.1101,18.2500,13.4778,18.1479,26.5765,19.4352,22.5905
02/01/2020 00:00:00,17.0810,16.0818,13.8882,23.4919,23.5311,19.9852,15.9348,15.1371,15.1009,21.3900,15.5373,19.1282,17.2200,20.9357,23.3857,20.5567,12.6326,17.1304,19.2904,19.7012,17.8973,16.5474,13.8367,22.4970,20.7167,21.3783,18.6959,17.2621,17.6083,13.8558,14.8514,19.7947,20.1733,18.9551,16.6037,20.2291,21.3235,15.4608,20.7784,22.9783,27.9143,9.3135,24.8067,18.5148,17.0265,15.4502,16.9521,20.9684,22.3723,24.2673,16.0019,21.3474,21.0156,20.1442,22.2406,16.2911,12.2000,17.2670,12.3156,14.3775,19.5118,19.9758,23.9423
02/01/2020 01:00:00,13.0101,20.1673,15.0402,15.0140,16.0689,22.5944,13.9553,16.7495,14.4078,24.2100,18.4864,18.3538,26.0400,14.2107,20.4571,18.1983,6.2768,21.7087,24.3135,18.4432,11.7935,14.5368,14.5201,19.9939,19.1611,17.3747,20.9296,14.8605,15.5083,15.0156,19.2644,22.6011,18.9547,12.9860,13.1140,19.7858,14.3206,15.7720,19.2814,18.4217,22.0958,18.9297,14.8311,20.1168,22.5482,15.4466,15.8305,24.4737,13.9277,14.8782,14.0038,20.7096,22.4018,23.0837,22.6921,14.5417,18.9667,14.9491,13.5978,20.0451,20.0176,18.7934,13.4085
02/01/2020 02:00:00,12.4595,18.3327,15.3165,14.8017,13.3626,18.9481,13.4538,16.8557,16.7379,20.9350,19.1119,14.2667,19.8250,9.7893,15.4400,18.0438,5.3547,21.8217,17.7385,15.2086,11.1836,10.0211,15.6374,16.7455,16.4278,14.8325,17.8405,15.7113,16.3000,12.4818,18.1954,18.8298,14.9267,13.6150,9.2890,14.7694,14.1206,17.4224,19.5090,14.6609,18.8395,19.1514,13.4900,17.9275,17.7205,15.1936,17.1230,20.2895,10.6337,14.4636,9.7340,19.5326,20.1651,18.9372,18.6030,10.3756,15.3667,16.8027,11.7544,16.4606,17.7118,16.9868,13.1841
02/01/2020 03:00:00,10.4051,16.7182,14.8402,15.4599,10.4591,15.8074,13.9261,15.6990,15.6078,15.8050,18.0593,11.9000,17.6700,8.4286,10.9200,16.5270,6.0084,19.2304,14.5769,15.2210,11.3103,9.5053,14.3978,15.6667,13.0222,12.2096,15.4920,15.5096,14.2875,11.4052,17.0003,15.7872,12.4947,13.5505,8.8096,12.3142,13.6824,17.6504,16.3111,10.8043,12.5840,17.5649,12.4289,16.6383,14.7096,14.8908,14.7028,16.0474,10.7988,13.5691,9.0189,16.8778,14.5028,16.1512,14.5505,8.3077,14.4377,16.5348,10.4622,15.4479,14.6118,17.1330,12.9537
02/01/2020 04:00:00,10.3051,16.4782,14.4465,15.6843,9.5556,16.5426,17.3625,14.9485,14.4457,13.9900,17.6695,9.9231,18.2050,9.6786,9.2829,14.6809,8.6716,18.7565,15.2269,15.1370,12.0308,13.1895,13.9662,14.1394,15.4111,10.4169,17.1960,15.3757,14.8333,11.7130,17.0793,14.7309,12.1547,15.3065,11.3140,11.4679,15.2735,18.9376,13.6221,11.3217,11.7756,19.6297,12.0489,16.0530,13.7747,14.5806,13.4507,15.6368,12.6711,12.7927,12.5642,15.6252,13.8872,16.8628,14.6634,10.6964,14.9116,15.8500,10.8600,15.5380,15.1118,17.8670,13.5100
02/01/2020 05:00:00,11.4671,16.3073,14.5709,14.8971,10.7051,17.0926,19.3111,15.0515,13.5052,11.7300,17.0847,9.9513,18.2400,10.2393,5.9229,13.7629,9.7137,16.8348,15.3846,14.7704,11.9217,16.3526,13.6115,13.7364,14.0222,7.7157,15.9852,15.0040,13.5083,11.6753,16.3954,13.0915,9.7880,14.4477,14.1007,7.3127,14.1471,18.5712,10.4065,13.6261,11.3824,17.5622,12.0578,15.7362,13.7940,14.8276,12.4685,14.3526,14.5566,12.5691,16.4585,12.7852,13.8128,13.9744,14.7267,11.9244,14.2449,14.7259,10.9600,15.2056,15.4353,17.0286,12.1841
02/01/2020 06:00:00,10.8759,16.0345,14.6039,15.7285,12.9502,17.0574,20.8071,14.9753,14.2216,12.8900,18.2000,11.3282,19.4800,11.6214,5.7886,14.0264,11.8126,17.3783,17.2846,14.2679,11.8521,19.7105,14.2410,14.7970,15.1167,7.1072,16.5798,15.1610,12.8708,11.8870,16.2103,15.3553,8.5320,14.4140,14.8890,5.4097,13.7235,19.3752,15.3201,17.7043,11.8807,17.2378,12.9011,15.2510,16.6651,15.2131,13.2333,15.2053,15.8627,12.1909,16.9717,13.7570,13.8697,15.1000,13.6396,12.0071,13.8246,14.8598,11.3567,14.8563,15.7588,16.5154,10.2871
02/01/2020 07:00:00,10.8646,14.6673,13.3850,15.0070,12.6479,14.0463,19.2684,13.0052,14.0862,12.1800,18.5525,11.3795,14.9400,12.1250,7.4743,14.2579,10.9368,15.2522,15.5962,12.9864,11.1019,18.3263,12.9583,14.8515,12.4444,7.6867,15.1681,15.0554,12.5000,11.8091,14.1608,14.9340,9.6347,14.2140,11.3044,7.1515,13.0529,18.5448,14.1593,17.3391,11.0706,13.6973,12.9200,14.0631,16.3747,15.0205,12.8413,15.5842,15.8361,12.7255,12.4415,13.8948,9.4339,14.7419,10.9307,10.2774,12.8188,15.6795,11.2356,14.3113,13.6941,15.1396,9.6468
02/01/2020 08:00:00,9.7620,14.4509,10.4512,13.9959,9.5405,14.0926,15.9178,11.6804,9.9888,8.5550,18.0051,10.0154,10.0400,9.1393,4.9371,13.4517,7.8442,13.1261,12.3173,13.3272,8.9954,13.8684,9.0403,14.5939,10.3667,6.9241,11.8403,13.0774,11.3125,13.1091,12.1903,11.3074,8.7733,13.6822,8.8015,5.6440,12.4353,15.9040,10.6829,14.1087,9.5067,8.6324,15.4722,14.1765,12.7458,13.7339,9.5338,13.8000,15.3807,16.7182,8.8283,11.2615,5.7183,10.6209,7.0257,7.7815,11.5855,13.2348,12.3733,14.3732,15.2059,14.7319,8.5468
02/01/2020 09:00:00,8.9430,15.0873,10.8811,14.0395,10.4969,13.5926,17.6557,12.6247,8.7259,10.0050,20.5356,10.6410,7.3500,8.4179,7.1343,12.8685,7.1737,12.5261,11.4173,15.7012,8.2171,14.9105,8.7683,15.3545,11.7889,10.3253,10.0146,11.4345,10.9583,15.1506,11.9936,10.2606,9.5053,13.4748,9.5368,7.3530,12.9941,18.2192,10.6442,14.4522,12.6958,5.6459,18.4422,15.7295,12.6602,12.3516,9.1751,11.9368,15.2819,16.4727,9.1528,11.3237,8.1073,9.9674,8.9812,8.7339,12.1710,11.0259,13.3511,15.2366,14.6941,14.1242,9.0214
02/01/2020 10:00:00,8.9899,13.9600,10.2614,15.1483,14.0580,13.3444,16.9059,11.6907,9.2724,13.0700,20.7000,13.1410,6.2050,8.5536,10.3571,13.3758,7.1853,11.5217,16.1077,15.7790,7.8875,16.5632,8.6496,16.1758,12.1278,14.5398,8.1017,11.1633,10.5000,13.9922,11.3407,7.6447,10.7840,13.6000,6.3676,10.2910,14.5147,18.7552,11.8950,15.6435,16.6328,6.9784,16.4478,15.1027,16.7783,11.6145,9.7225,12.9632,15.9241,14.6291,6.1019,10.9467,10.8596,7.4279,12.3158,9.0869,11.9986,11.1813,11.9200,14.2141,16.2176,13.0560,10.9109
02/01/2020 11:00:00,10.0430,12.5636,9.8614,16.7000,14.9397,17.6833,14.9708,10.8289,9.7466,15.1450,22.3373,15.4282,11.1950,9.1214,15.2486,12.6399,7.3453,14.5174,19.3038,13.2630,8.2008,13.2053,9.0439,15.7576,13.8611,18.3325,10.8838,10.9910,14.4667,12.3468,11.0736,7.6340,13.4907,16.6346,7.6625,15.5440,16.9588,18.5400,13.0894,15.7870,19.2815,9.7351,15.6900,13.1973,16.8120,12.0166,10.2343,17.5947,15.1072,15.1455,8.2491,9.8474,11.3587,7.2233,11.8059,11.5500,11.5536,11.2634,10.5322,12.8690,20.3176,12.9319,10.2124
02/01/2020 12:00:00,8.8228,11.6873,9.9976,13.9017,15.0875,16.8704,10.5419,10.4010,10.5690,16.1950,15.1729,14.8410,13.3800,7.7071,18.9200,12.4624,6.5389,10.4478,16.2077,11.5494,8.1422,10.6842,9.9396,13.7576,13.4444,19.4036,12.7569,10.9243,15.0458,11.2091,11.3581,8.2191,15.6707,16.7271,7.4169,18.8313,16.5853,13.4576,13.6090,15.5174,19.9168,7.1757,16.1389,11.8221,15.2374,10.9219,11.3883,15.4000,12.9422,15.1491,8.0019,9.3119,12.6321,8.4186,11.4376,10.2655,10.8739,11.3830,9.8167,12.0394,18.4765,11.9681,10.1562
02/01/2020 13:00:00,8.2886,11.2527,10.6945,13.2802,15.1300,18.9667,10.2933,10.5247,11.2733,19.4150,15.0339,13.1385,15.3900,8.8679,21.2600,12.1781,8.1347,13.9435,16.3038,11.3926,6.8608,9.7421,11.0396,14.1485,16.7222,18.1036,15.1693,11.5542,15.8083,11.3805,11.5574,12.8947,17.1400,16.9430,11.7132,20.9575,16.0147,12.7480,20.1920,14.0739,20.6588,9.7784,13.8222,11.3027,15.4000,12.7830,12.3981,15.6368,11.0241,12.8527,12.5038,12.7919,14.0073,14.2860,12.3644,12.6036,10.3507,11.5375,10.3578,11.3704,19.3235,12.3451,10.0313
02/01/2020 14:00:00,7.4342,10.6018,10.4094,12.0628,12.8105,17.5389,9.4960,10.0144,10.8922,17.3700,14.9542,10.1103,15.9650,8.0250,18.0829,11.7371,6.9726,14.0217,15.0538,11.1025,5.7977,7.6474,10.6662,14.1273,19.4833,13.5518,15.6868,11.5119,14.4083,11.1779,10.7043,14.2468,15.0520,12.7374,11.2250,17.5552,11.6735,11.8952,22.5598,9.6870,16.8849,10.5054,11.9656,10.8423,13.3904,13.5378,11.7221,15.6211,8.7217,11.1673,11.6057,14.5778,12.3321,15.5163,11.3861,12.5952,9.8087,11.3545,9.9100,10.8732,16.3353,12.3451,8.1711
02/01/2020 15:00:00,7.5620,11.1200,10.5071,13.3203,11.5689,15.1370,10.1901,10.0979,10.8440,16.3150,13.0542,9.1692,12.5700,6.3607,15.8314,11.9640,5.9863,12.3261,11.6154,11.1321,6.1144,8.0105,10.5906,13.0394,20.7222,11.8458,13.7960,11.2514,12.2417,10.9442,10.7435,13.9479,13.6547,10.1598,9.7706,15.1545,9.9294,11.2120,23.3714,8.3043,14.7025,11.3108,12.0322,11.4436,10.8952,11.8954,11.6310,12.4789,8.9952,11.3600,9.9849,14.5207,11.3349,14.0628,9.9564,11.3589,10.0101,11.3205,9.3556,11.4775,14.9941,11.8143,8.6527
02/01/2020 16:00:00,7.1785,11.8673,10.8181,14.7105,12.1580,12.6204,10.3534,10.5505,10.5690,13.4650,11.7441,9.1154,9.4300,5.5500,14.1829,11.6994,5.3747,11.9217,10.3558,10.9877,6.1985,8.6105,10.5540,12.8364,18.6611,10.6578,10.0964,11.4220,9.4750,11.9481,11.1453,11.4011,12.1120,8.2327,7.8103,13.1963,8.5941,10.7768,21.3583,8.0087,11.5378,11.6162,12.0889,11.9054,10.5940,10.8449,11.0920,10.6474,9.4771,12.3927,7.8887,13.0074,11.4468,10.9023,10.2881,10.0214,10.8232,11.3286,10.3411,12.3042,12.4353,11.2835,8.5990
02/01/2020 17:00:00,7.0051,12.0382,10.4677,14.7541,12.9233,7.5852,11.1462,10.4216,9.2716,11.6950,10.9983,9.7692,4.3400,5.5286,14.9771,10.9281,4.5537,8.5870,8.9962,10.7136,5.6958,9.8947,9.5727,11.5758,17.3778,11.2169,8.1236,11.0362,8.1917,12.2922,10.8319,8.9840,12.4160,7.9710,7.5794,14.0604,8.7824,10.8192,20.2337,8.6087,10.4471,7.0162,12.9078,11.9174,10.5036,10.2307,9.8634,9.5789,10.3566,14.7545,7.9660,10.3452,10.1294,8.7698,9.5792,9.5030,10.6551,10.5036,10.3400,12.6732,7.2000,10.8527,9.3517
